k1,k2,k3,k4,k5,k6,k7,k8,st,k9,k10,cb_person_cred_hist_length
24,115154,RENT,8,HOMEIMPROVEMENT,C,3000,14.27,0,0.03,N,2
22,42000,RENT,6,EDUCATION,B,2000,10.36,0,0.05,N,4
22,55000,RENT,6,VENTURE,C,16000,,0,0.29,Y,3
23,24000,RENT,0,EDUCATION,C,2000,12.61,0,0.08,Y,3
24,113000,MORTGAGE,5,VENTURE,B,10500,,0,0.09,N,4
24,40040,RENT,0,MEDICAL,C,7000,13.23,0,0.17,Y,3
35,53500,MORTGAGE,3,MEDICAL,B,10000,9.91,0,0.19,N,5
21,40000,MORTGAGE,3,DEBTCONSOLIDATION,A,6000,5.79,0,0.15,N,3
26,260000,OWN,10,HOMEIMPROVEMENT,B,28000,10.99,0,0.11,N,3
27,54000,RENT,4,PERSONAL,C,4000,12.61,0,0.07,Y,6
29,45000,OWN,0,MEDICAL,D,10000,17.58,0,0.22,Y,6
23,125000,MORTGAGE,6,EDUCATION,A,35000,8.9,0,0.28,N,4
34,42000,MORTGAGE,1,DEBTCONSOLIDATION,C,10000,14.65,0,0.24,N,6
22,60000,MORTGAGE,6,EDUCATION,B,6000,9.91,0,0.1,N,4
24,45000,RENT,1,EDUCATION,A,8400,7.9,0,0.19,N,3
24,90000,RENT,5,VENTURE,B,5000,9.99,0,0.06,N,3
29,47340,RENT,5,DEBTCONSOLIDATION,B,2000,9.99,0,0.04,N,6
27,49200,MORTGAGE,11,MEDICAL,A,9600,5.42,0,0.2,N,6
30,47600,MORTGAGE,6,EDUCATION,B,23800,12.42,0,0.5,N,9
30,95000,MORTGAGE,14,PERSONAL,B,25000,11.12,0,0.26,N,6
27,78000,OWN,4,MEDICAL,B,6000,12.18,0,0.08,N,5
23,33204,RENT,7,MEDICAL,C,2000,14.72,0,0.06,Y,3
23,57188,MORTGAGE,7,VENTURE,A,17450,6.62,0,0.31,N,3
44,55000,RENT,18,PERSONAL,B,9600,11.26,0,0.17,N,16
26,75000,MORTGAGE,6,MEDICAL,A,13000,6.99,0,0.17,N,2
24,53000,RENT,0,EDUCATION,B,6000,11.49,0,0.11,N,2
25,49000,OWN,4,HOMEIMPROVEMENT,A,2500,6.76,0,0.05,N,4
22,25440,RENT,6,EDUCATION,A,4000,5.42,0,0.16,N,4
31,40000,MORTGAGE,4,DEBTCONSOLIDATION,B,4625,12.42,0,0.12,N,5
47,43200,MORTGAGE,8,HOMEIMPROVEMENT,D,13750,14.84,0,0.32,Y,13
23,120000,RENT,7,DEBTCONSOLIDATION,B,25000,9.99,0,0.21,N,2
43,62000,MORTGAGE,11,HOMEIMPROVEMENT,A,5000,7.88,0,0.08,N,14
31,40000,RENT,0,VENTURE,B,5000,9.45,0,0.13,N,10
31,121000,RENT,15,HOMEIMPROVEMENT,D,18400,,0,0.15,Y,10
34,28000,OWN,1,VENTURE,B,3000,9.99,0,0.11,N,10
38,40000,MORTGAGE,5,MEDICAL,A,10000,5.99,0,0.25,N,17
23,40000,RENT,0,VENTURE,C,1500,11.78,0,0.04,N,2
23,52000,RENT,3,EDUCATION,B,4800,9.88,0,0.09,N,2
51,55000,MORTGAGE,5,PERSONAL,D,16750,15.2,0,0.3,Y,21
22,36000,MORTGAGE,6,EDUCATION,A,12000,7.29,0,0.33,N,3
32,30000,MORTGAGE,0,VENTURE,A,9000,5.42,0,0.3,N,9
33,30000,RENT,0,DEBTCONSOLIDATION,B,6000,10.51,0,0.2,N,10
35,53000,RENT,2,HOMEIMPROVEMENT,B,4200,11.71,0,0.08,N,6
35,30555,RENT,4,MEDICAL,C,4500,13.22,0,0.15,N,10
22,38628,MORTGAGE,6,DEBTCONSOLIDATION,B,4800,9.99,0,0.12,N,4
25,83195,RENT,9,PERSONAL,B,13000,11.71,0,0.16,N,3
24,62000,MORTGAGE,8,EDUCATION,C,10000,13.99,0,0.16,Y,4
23,80607,RENT,2,MEDICAL,B,6000,12.21,0,0.07,N,2
22,62400,MORTGAGE,2,VENTURE,C,12600,13.85,0,0.2,Y,2
23,40000,OWN,0,VENTURE,A,6400,8.32,0,0.16,N,3
25,132000,MORTGAGE,1,VENTURE,B,12000,,0,0.09,N,2
27,80000,MORTGAGE,0,PERSONAL,B,8000,9.63,0,0.1,N,6
28,50000,OWN,3,HOMEIMPROVEMENT,D,8500,14.83,0,0.17,Y,5
22,50000,RENT,2,DEBTCONSOLIDATION,A,5000,7.88,0,0.1,N,4
25,153000,MORTGAGE,9,EDUCATION,B,7500,11.71,0,0.05,N,3
43,43000,MORTGAGE,5,PERSONAL,B,15000,8.88,0,0.35,N,15
24,43200,MORTGAGE,0,HOMEIMPROVEMENT,C,10000,14.26,0,0.23,Y,4
24,101400,MORTGAGE,0,PERSONAL,A,6400,,0,0.06,N,3
32,154000,MORTGAGE,11,DEBTCONSOLIDATION,B,20000,11.83,0,0.13,N,6
23,49500,RENT,2,MEDICAL,C,7000,,0,0.14,N,4
22,37000,RENT,4,EDUCATION,A,5700,5.42,0,0.15,N,4
28,80000,OWN,2,HOMEIMPROVEMENT,C,16000,11.66,0,0.2,Y,7
23,56000,MORTGAGE,7,PERSONAL,F,13750,18.43,0,0.25,N,2
30,36000,RENT,3,PERSONAL,B,8000,11.36,0,0.22,N,8
30,55684,MORTGAGE,13,EDUCATION,B,5200,12.69,0,0.09,N,9
28,112200,MORTGAGE,10,VENTURE,A,6800,5.79,0,0.06,N,5
25,67000,RENT,2,VENTURE,B,3600,9.99,0,0.05,N,4
35,61600,RENT,4,MEDICAL,A,4200,7.29,0,0.07,N,9
26,51500,MORTGAGE,3,HOMEIMPROVEMENT,D,9600,15.21,0,0.19,Y,4
27,45600,MORTGAGE,3,DEBTCONSOLIDATION,A,1450,8.49,0,0.03,N,9
23,44500,MORTGAGE,4,EDUCATION,B,9250,9.62,0,0.21,N,3
30,81120,OWN,3,PERSONAL,B,18000,10.75,0,0.22,N,5
67,200000,MORTGAGE,2,PERSONAL,C,3000,10.28,0,0.01,N,26
23,32535,RENT,6,PERSONAL,B,4000,,0,0.12,N,2
28,78000,RENT,5,PERSONAL,B,12000,10.62,0,0.15,N,6
22,90000,RENT,5,MEDICAL,B,15000,11.49,0,0.17,N,4
25,39000,MORTGAGE,6,DEBTCONSOLIDATION,A,6000,7.51,0,0.15,N,2
27,32400,RENT,7,MEDICAL,C,5000,,0,0.15,N,6
28,51000,RENT,13,VENTURE,D,7500,16.49,0,0.15,Y,7
31,90000,MORTGAGE,3,VENTURE,C,16500,12.61,0,0.18,N,6
30,96000,MORTGAGE,8,HOMEIMPROVEMENT,B,17000,10.62,0,0.18,N,10
35,86000,OWN,5,PERSONAL,B,18000,,0,0.21,N,9
22,72000,MORTGAGE,3,EDUCATION,B,5000,,0,0.07,N,2
22,50000,MORTGAGE,4,MEDICAL,B,8000,10.59,0,0.16,N,4
33,115000,MORTGAGE,10,MEDICAL,B,25000,11.86,0,0.22,N,8
26,56004,MORTGAGE,10,EDUCATION,C,20000,13.57,0,0.36,Y,4
25,55000,MORTGAGE,9,MEDICAL,A,15000,7.88,0,0.27,N,2
26,28944,OWN,10,EDUCATION,B,9000,,0,0.31,N,4
23,71000,RENT,7,MEDICAL,A,11300,7.49,0,0.16,N,2
25,70000,MORTGAGE,9,PERSONAL,B,1000,12.69,0,0.01,N,2
29,25000,OWN,5,MEDICAL,C,10000,13.49,0,0.4,Y,5
23,115000,MORTGAGE,4,DEBTCONSOLIDATION,A,5600,5.42,0,0.05,N,3
23,74250,RENT,3,DEBTCONSOLIDATION,B,3000,11.99,0,0.04,N,4
25,28800,RENT,0,EDUCATION,A,5000,8.9,0,0.17,N,2
22,60000,MORTGAGE,1,MEDICAL,A,10000,7.9,0,0.17,N,4
26,130000,RENT,5,EDUCATION,C,12000,14.22,0,0.09,Y,2
33,98000,RENT,2,HOMEIMPROVEMENT,A,20000,6.91,0,0.2,N,7
22,47800,MORTGAGE,3,MEDICAL,B,15000,11.86,0,0.31,N,4
41,54000,RENT,5,MEDICAL,C,10000,13.23,0,0.19,Y,17
51,94368,MORTGAGE,4,PERSONAL,A,5000,,0,0.05,N,30
27,35000,RENT,3,PERSONAL,A,4200,,0,0.12,N,5
25,59000,MORTGAGE,7,EDUCATION,B,25000,10.62,0,0.42,N,3
38,100000,MORTGAGE,5,PERSONAL,B,5500,10.37,0,0.06,N,13
22,81800,MORTGAGE,6,EDUCATION,A,2500,6.39,0,0.03,N,2
23,45000,RENT,2,DEBTCONSOLIDATION,C,1700,14.72,0,0.04,N,2
31,55000,MORTGAGE,9,HOMEIMPROVEMENT,A,8000,7.49,0,0.15,N,9
26,60996,RENT,6,HOMEIMPROVEMENT,C,3000,12.22,0,0.05,Y,4
25,182952,MORTGAGE,9,PERSONAL,A,15000,6.03,0,0.08,N,3
27,65000,MORTGAGE,,VENTURE,A,6025,6.03,0,0.09,N,10
23,44000,RENT,2,MEDICAL,B,3000,9.25,0,0.07,N,3
23,70000,RENT,1,VENTURE,A,3500,5.42,0,0.05,N,2
24,65000,RENT,0,DEBTCONSOLIDATION,A,4000,7.51,0,0.06,N,3
28,55000,RENT,7,EDUCATION,A,1500,7.37,0,0.03,N,8
24,65000,MORTGAGE,8,PERSONAL,A,2500,6.39,0,0.04,N,3
32,70000,OWN,12,VENTURE,A,3000,7.49,0,0.04,N,5
22,27800,RENT,3,MEDICAL,A,6800,8.49,0,0.24,N,3
25,106000,RENT,4,PERSONAL,B,5000,,0,0.05,N,4
24,52000,MORTGAGE,8,PERSONAL,A,5000,8.32,0,0.1,N,2
24,60000,MORTGAGE,0,DEBTCONSOLIDATION,A,6000,5.42,0,0.1,N,3
31,58000,MORTGAGE,0,EDUCATION,A,3625,6.17,0,0.06,N,5
26,50000,MORTGAGE,3,DEBTCONSOLIDATION,A,8000,6.62,0,0.16,N,4
41,53000,MORTGAGE,20,VENTURE,C,11000,,0,0.21,Y,14
40,85000,RENT,5,HOMEIMPROVEMENT,B,18000,11.48,0,0.21,N,13
22,54000,MORTGAGE,6,DEBTCONSOLIDATION,B,3000,10,0,0.06,N,3
23,41000,MORTGAGE,5,DEBTCONSOLIDATION,A,6000,9.32,0,0.15,N,3
22,36000,OWN,,VENTURE,A,6000,8.9,0,0.17,N,3
27,36000,RENT,11,MEDICAL,A,3000,8,0,0.08,N,9
25,67200,RENT,3,HOMEIMPROVEMENT,C,12000,13.49,0,0.18,Y,4
28,72800,RENT,12,HOMEIMPROVEMENT,B,9425,11.49,0,0.13,N,8
27,75000,RENT,0,DEBTCONSOLIDATION,C,20000,13.49,0,0.27,N,7
21,38400,OWN,0,VENTURE,C,12200,,0,0.32,N,2
27,63000,OWN,2,EDUCATION,A,9500,8.07,0,0.15,N,8
37,29536,RENT,2,MEDICAL,B,4000,11.89,0,0.14,N,17
22,34992,RENT,1,PERSONAL,B,5000,,0,0.14,N,3
22,60000,MORTGAGE,6,EDUCATION,C,1600,11.66,0,0.03,N,4
28,103832,RENT,12,EDUCATION,E,24000,16.69,0,0.23,N,5
30,86000,MORTGAGE,7,DEBTCONSOLIDATION,B,10000,,0,0.12,N,10
22,60000,RENT,0,VENTURE,A,6025,,0,0.1,N,3
26,65000,MORTGAGE,,EDUCATION,B,6000,11.36,0,0.09,N,4
26,50000,RENT,0,MEDICAL,C,13000,12.09,0,0.26,N,3
27,66000,RENT,6,VENTURE,A,10000,7.9,0,0.15,N,7
24,32000,RENT,9,MEDICAL,A,3600,7.49,0,0.11,N,3
35,65412,RENT,12,HOMEIMPROVEMENT,B,19000,11.14,0,0.29,N,7
31,351699,RENT,7,HOMEIMPROVEMENT,D,10500,15.7,0,0.03,N,9
27,64000,RENT,2,HOMEIMPROVEMENT,C,13000,13.11,0,0.2,N,10
24,130000,OWN,8,VENTURE,B,22800,,0,0.18,N,2
36,40000,OWN,4,VENTURE,B,14000,10.99,0,0.35,N,16
22,50000,MORTGAGE,2,EDUCATION,B,22000,9.91,0,0.44,N,2
28,55000,RENT,1,MEDICAL,A,10000,9.32,0,0.18,N,8
37,77000,RENT,6,MEDICAL,A,10800,7.14,0,0.14,N,17
23,29004,MORTGAGE,2,MEDICAL,B,6000,11.99,0,0.21,N,2
27,54000,RENT,2,MEDICAL,B,12100,9.45,0,0.22,N,6
25,60000,RENT,1,VENTURE,A,8400,7.29,0,0.14,N,2
32,99996,MORTGAGE,16,DEBTCONSOLIDATION,A,7000,7.14,0,0.07,N,10
24,110000,OWN,8,VENTURE,C,16000,12.73,0,0.15,N,4
25,80000,MORTGAGE,10,EDUCATION,D,25000,15.31,0,0.31,N,2
21,95000,MORTGAGE,5,VENTURE,A,15000,,0,0.16,N,2
28,158367,MORTGAGE,5,MEDICAL,A,12000,6.62,0,0.08,N,8
23,21600,OWN,0,EDUCATION,B,4400,12.53,0,0.2,N,2
33,24000,RENT,0,EDUCATION,C,2000,14.35,0,0.08,Y,7
25,69000,MORTGAGE,9,MEDICAL,A,25000,6.99,0,0.36,N,2
33,30000,RENT,3,MEDICAL,A,1200,6.76,0,0.04,N,10
40,38004,RENT,2,MEDICAL,B,5600,11.58,0,0.15,N,17
22,120000,MORTGAGE,6,VENTURE,A,12000,7.49,0,0.1,N,4
33,42000,RENT,0,MEDICAL,A,8000,5.99,0,0.19,N,7
27,47544,RENT,11,DEBTCONSOLIDATION,A,2500,7.88,0,0.05,N,5
28,43000,MORTGAGE,12,HOMEIMPROVEMENT,A,8000,9.32,0,0.19,N,10
38,47004,RENT,2,MEDICAL,C,4775,,0,0.1,N,13
34,48000,MORTGAGE,9,VENTURE,C,5600,15.96,0,0.12,Y,7
27,65000,RENT,11,EDUCATION,B,8000,10.37,0,0.12,N,6
34,53500,RENT,0,EDUCATION,A,3200,6.76,0,0.06,N,5
24,100000,MORTGAGE,6,VENTURE,D,25000,15.33,0,0.25,Y,2
30,190000,RENT,3,DEBTCONSOLIDATION,B,15000,11.48,0,0.08,N,8
33,75000,MORTGAGE,17,EDUCATION,C,12000,,0,0.16,Y,10
31,24000,RENT,2,PERSONAL,C,4000,13.48,0,0.17,Y,6
28,55000,OWN,7,VENTURE,A,20000,7.49,0,0.36,N,6
37,26000,OWN,2,MEDICAL,A,6000,8.59,0,0.23,N,12
26,36000,MORTGAGE,6,PERSONAL,A,4000,6.76,0,0.11,N,3
25,80000,RENT,,DEBTCONSOLIDATION,A,8800,7.51,0,0.11,N,2
24,145000,MORTGAGE,0,PERSONAL,B,7000,10.99,0,0.05,N,2
45,90000,MORTGAGE,3,VENTURE,B,2500,11.99,0,0.03,N,13
22,75000,MORTGAGE,6,PERSONAL,A,9000,7.14,0,0.12,N,2
24,72000,RENT,6,MEDICAL,A,5000,,0,0.07,N,3
24,28000,OWN,6,HOMEIMPROVEMENT,B,10000,10.37,0,0.36,N,2
36,70000,MORTGAGE,6,DEBTCONSOLIDATION,A,6000,5.42,0,0.09,N,16
34,35184,MORTGAGE,,PERSONAL,B,5000,10.74,0,0.14,N,7
21,27000,RENT,,DEBTCONSOLIDATION,C,4800,13.49,0,0.18,N,4
25,48000,RENT,2,EDUCATION,B,10000,11.86,0,0.21,N,3
22,70028,RENT,7,VENTURE,B,2000,,0,0.03,N,3
38,64800,RENT,15,PERSONAL,B,7500,9.63,0,0.12,N,11
23,105000,MORTGAGE,4,VENTURE,B,19000,11.99,0,0.18,N,3
26,75000,MORTGAGE,3,VENTURE,C,3500,12.99,0,0.05,Y,3
28,90000,MORTGAGE,0,MEDICAL,A,15000,7.88,0,0.17,N,6
24,42000,MORTGAGE,6,MEDICAL,A,3125,8.9,0,0.07,N,3
23,29000,MORTGAGE,5,DEBTCONSOLIDATION,A,11500,7.9,0,0.4,N,4
23,100000,MORTGAGE,4,DEBTCONSOLIDATION,C,10000,13.57,0,0.1,N,3
31,30000,RENT,2,MEDICAL,B,3000,10.95,0,0.1,N,8
21,80400,RENT,5,VENTURE,A,14400,,0,0.18,N,4
24,112000,RENT,5,DEBTCONSOLIDATION,C,5400,15.27,0,0.05,Y,4
27,44004,MORTGAGE,2,MEDICAL,A,10000,6.92,0,0.23,N,9
24,112140,RENT,8,MEDICAL,A,21600,7.9,0,0.19,N,2
21,150075,OWN,0,VENTURE,A,25000,7.49,0,0.17,N,2
21,35000,OWN,5,VENTURE,B,8000,9.91,0,0.23,N,3
30,65004,MORTGAGE,9,EDUCATION,A,15000,7.51,0,0.23,N,9
29,35000,RENT,12,DEBTCONSOLIDATION,A,1800,5.42,0,0.05,N,7
52,30000,RENT,6,VENTURE,C,5000,12.73,0,0.17,N,18
43,68000,OWN,9,EDUCATION,A,5000,6.99,0,0.07,N,15
25,20000,RENT,0,MEDICAL,C,3500,10.28,0,0.17,Y,3
23,40000,RENT,2,PERSONAL,C,3000,13.49,0,0.07,N,3
36,31000,RENT,2,EDUCATION,A,2500,8.9,0,0.08,N,13
31,62201,RENT,2,DEBTCONSOLIDATION,B,9000,12.53,0,0.14,N,8
22,39336,RENT,6,VENTURE,A,3500,5.42,0,0.09,N,2
22,65000,RENT,6,DEBTCONSOLIDATION,C,16000,13.47,0,0.25,Y,3
32,24000,RENT,,MEDICAL,B,3500,11.86,0,0.15,N,10
25,64000,MORTGAGE,10,MEDICAL,A,5000,7.29,0,0.08,N,2
28,66560,RENT,4,PERSONAL,B,4800,10.36,0,0.07,N,5
46,60000,MORTGAGE,7,PERSONAL,A,3600,6.99,0,0.06,N,13
26,60000,MORTGAGE,5,EDUCATION,B,6000,11.83,0,0.1,N,2
33,140000,RENT,2,DEBTCONSOLIDATION,C,18000,,0,0.13,N,9
30,65000,MORTGAGE,14,PERSONAL,A,6200,,0,0.1,N,5
22,45000,MORTGAGE,2,EDUCATION,D,8000,16.49,0,0.18,Y,4
27,55000,RENT,11,DEBTCONSOLIDATION,C,5000,13.8,0,0.09,N,6
26,185000,RENT,0,VENTURE,A,13500,5.99,0,0.07,N,3
22,35000,MORTGAGE,6,PERSONAL,C,7500,11.34,0,0.21,Y,2
27,12000,RENT,1,DEBTCONSOLIDATION,A,725,7.37,0,0.06,N,6
24,60000,RENT,0,PERSONAL,B,12000,12.21,0,0.2,N,2
31,46700,MORTGAGE,5,MEDICAL,B,7200,,0,0.15,N,6
30,42000,RENT,0,EDUCATION,B,2250,8.88,0,0.05,N,7
36,49896,MORTGAGE,8,VENTURE,A,2800,,0,0.06,N,17
23,30000,RENT,6,EDUCATION,C,8500,13.49,0,0.28,N,2
24,61080,MORTGAGE,8,VENTURE,B,25000,10.59,0,0.41,N,3
36,52000,OWN,8,VENTURE,A,3000,9.63,0,0.06,N,15
22,24000,OWN,0,DEBTCONSOLIDATION,D,4200,15.62,0,0.17,Y,2
33,24000,RENT,2,MEDICAL,A,3000,6.62,0,0.13,N,9
36,42000,OWN,2,MEDICAL,C,2000,15.62,0,0.05,Y,13
32,114000,RENT,17,MEDICAL,B,6000,10.37,0,0.05,N,9
22,28800,OWN,2,PERSONAL,A,2000,,0,0.07,N,2
36,84695,RENT,2,MEDICAL,A,12000,7.29,0,0.14,N,14
24,60000,RENT,0,HOMEIMPROVEMENT,B,6000,11.48,0,0.1,N,2
33,155000,RENT,3,MEDICAL,A,8000,7.9,0,0.05,N,6
26,155142,MORTGAGE,6,HOMEIMPROVEMENT,D,23000,18.25,0,0.15,N,2
26,111147,MORTGAGE,4,EDUCATION,C,15000,13.61,0,0.13,Y,2
25,96000,MORTGAGE,6,VENTURE,C,21000,14.65,0,0.22,N,4
26,27031,RENT,2,VENTURE,B,6000,9.99,0,0.22,N,4
27,80000,MORTGAGE,6,MEDICAL,B,23750,10.99,0,0.3,N,9
26,95000,MORTGAGE,10,EDUCATION,A,7275,6.91,0,0.08,N,4
25,35000,RENT,9,VENTURE,B,4800,11.14,0,0.14,N,2
28,190000,MORTGAGE,7,EDUCATION,B,25000,,0,0.13,N,8
26,40000,RENT,0,PERSONAL,C,5000,13.11,0,0.13,Y,3
33,26400,OWN,13,VENTURE,B,7000,11.36,0,0.27,N,9
25,52000,RENT,1,VENTURE,A,10000,5.79,0,0.19,N,3
23,60000,RENT,0,VENTURE,B,8000,11.14,0,0.13,N,3
23,45000,RENT,3,DEBTCONSOLIDATION,A,5000,9.32,0,0.11,N,4
24,40000,MORTGAGE,2,DEBTCONSOLIDATION,A,3400,7.4,0,0.09,N,3
37,42000,RENT,5,DEBTCONSOLIDATION,B,8000,12.69,0,0.19,N,15
22,31200,RENT,1,EDUCATION,B,3200,11.99,0,0.1,N,4
25,51000,RENT,0,MEDICAL,C,9600,,0,0.19,Y,2
25,130000,MORTGAGE,3,HOMEIMPROVEMENT,C,8000,13.49,0,0.06,N,4
26,114000,MORTGAGE,10,PERSONAL,A,14400,7.14,0,0.13,N,2
29,75000,RENT,2,DEBTCONSOLIDATION,A,4000,8.49,0,0.05,N,6
34,25000,RENT,0,VENTURE,B,5325,10.99,0,0.21,N,7
26,35000,MORTGAGE,3,PERSONAL,B,7200,10.59,0,0.21,N,3
23,69000,MORTGAGE,7,MEDICAL,C,8325,13.49,0,0.12,N,4
24,35000,RENT,0,PERSONAL,A,1800,7.14,0,0.05,N,3
27,70000,RENT,0,MEDICAL,B,12000,10.65,0,0.17,N,8
25,40000,RENT,0,EDUCATION,A,6000,7.66,0,0.15,N,3
30,36000,OWN,14,HOMEIMPROVEMENT,C,4000,13.49,0,0.11,N,10
21,42000,OTHER,5,DEBTCONSOLIDATION,C,12000,14.26,0,0.29,Y,4
31,38970,MORTGAGE,,MEDICAL,C,5750,12.68,0,0.15,Y,7
21,32000,RENT,5,EDUCATION,A,7200,5.42,0,0.23,N,4
25,44966,RENT,3,MEDICAL,A,10025,5.42,0,0.22,N,4
21,48000,MORTGAGE,5,VENTURE,B,7350,10.65,0,0.15,N,2
24,43200,MORTGAGE,3,HOMEIMPROVEMENT,C,16000,,0,0.37,Y,2
26,64000,RENT,3,MEDICAL,B,2500,10.99,0,0.04,N,3
25,48000,RENT,3,DEBTCONSOLIDATION,B,2000,10.74,0,0.04,N,2
22,42000,MORTGAGE,5,VENTURE,A,5000,6.99,0,0.12,N,4
33,70000,MORTGAGE,2,DEBTCONSOLIDATION,A,3700,5.99,0,0.05,N,6
26,36000,MORTGAGE,2,PERSONAL,B,10000,10.75,0,0.28,N,2
37,37000,OWN,5,VENTURE,B,6075,11.86,0,0.16,N,14
23,30000,RENT,0,DEBTCONSOLIDATION,B,4000,10.36,0,0.13,N,3
23,65500,MORTGAGE,3,PERSONAL,B,16800,,0,0.26,N,2
26,66000,RENT,3,MEDICAL,B,12000,11.83,0,0.18,N,2
26,45000,RENT,1,MEDICAL,A,4800,5.42,0,0.11,N,2
45,33600,OWN,14,VENTURE,A,4000,6.39,0,0.12,N,11
25,107000,MORTGAGE,1,MEDICAL,A,1000,7.4,0,0.01,N,4
23,45000,MORTGAGE,1,EDUCATION,B,8000,10.51,0,0.18,N,4
53,46000,OWN,9,PERSONAL,B,4925,11.71,0,0.11,N,23
25,33000,MORTGAGE,9,VENTURE,B,3000,11.99,0,0.09,N,3
38,22000,RENT,2,VENTURE,C,4000,12.68,0,0.18,Y,12
24,50000,RENT,7,VENTURE,B,5000,11.36,0,0.1,N,4
25,60000,OWN,0,VENTURE,B,9000,9.91,0,0.15,N,3
38,108000,MORTGAGE,7,VENTURE,A,4000,7.74,0,0.04,N,11
22,60400,MORTGAGE,0,EDUCATION,A,24000,6.54,0,0.4,N,3
22,53000,MORTGAGE,6,EDUCATION,E,10000,17.39,0,0.19,N,3
24,100000,MORTGAGE,6,MEDICAL,A,20000,6.17,0,0.2,N,4
32,109488,MORTGAGE,16,HOMEIMPROVEMENT,C,12000,12.09,0,0.11,N,8
34,57000,RENT,1,EDUCATION,B,10000,11.14,0,0.18,N,8
24,66996,MORTGAGE,5,EDUCATION,B,10000,9.62,0,0.15,N,2
23,65000,MORTGAGE,7,VENTURE,A,6250,6.76,0,0.1,N,2
23,23340,RENT,8,EDUCATION,A,5300,7.9,0,0.23,N,3
28,200000,RENT,2,VENTURE,C,15000,11.72,0,0.07,Y,10
26,35000,RENT,0,MEDICAL,A,6600,8.59,0,0.19,N,3
23,56004,MORTGAGE,0,EDUCATION,C,10000,13.61,0,0.18,N,4
22,65000,RENT,3,EDUCATION,A,5300,6.62,0,0.08,N,3
23,42000,MORTGAGE,0,DEBTCONSOLIDATION,A,11000,7.88,0,0.26,N,2
34,220000,MORTGAGE,13,DEBTCONSOLIDATION,C,11275,12.99,0,0.05,Y,8
31,190000,MORTGAGE,15,DEBTCONSOLIDATION,C,24000,,0,0.13,N,6
37,65379,MORTGAGE,5,PERSONAL,B,10000,10.39,0,0.15,N,13
37,800000,MORTGAGE,10,DEBTCONSOLIDATION,B,15000,11.36,0,0.02,N,17
44,49200,MORTGAGE,2,VENTURE,D,3600,16.29,0,0.07,Y,14
25,195054,MORTGAGE,9,HOMEIMPROVEMENT,B,10000,10.59,0,0.05,N,2
23,32000,RENT,0,MEDICAL,C,8500,13.16,0,0.27,N,4
26,48000,RENT,10,MEDICAL,B,7000,12.69,0,0.15,N,2
25,95004,OWN,9,EDUCATION,B,2800,9.91,0,0.03,N,3
22,51996,OWN,7,VENTURE,B,6000,10.75,0,0.12,N,2
28,186480,MORTGAGE,12,MEDICAL,C,10000,14.22,0,0.05,Y,9
22,24000,MORTGAGE,4,EDUCATION,A,1300,5.42,0,0.05,N,3
29,35500,MORTGAGE,3,DEBTCONSOLIDATION,A,4000,7.88,0,0.11,N,6
27,45000,OWN,9,MEDICAL,A,12000,6.03,0,0.27,N,7
23,11000,OWN,0,PERSONAL,A,1400,9.32,0,0.13,N,3
30,105000,RENT,3,DEBTCONSOLIDATION,B,14000,11.49,0,0.13,N,6
30,60000,MORTGAGE,6,EDUCATION,D,15000,15.31,0,0.25,Y,9
22,36000,OWN,4,EDUCATION,A,3250,7.75,0,0.09,N,4
23,30000,RENT,7,EDUCATION,B,3600,9.7,0,0.12,N,3
37,45000,RENT,0,DEBTCONSOLIDATION,A,8000,9.63,0,0.18,N,14
27,110000,MORTGAGE,11,HOMEIMPROVEMENT,A,3600,6.03,0,0.03,N,5
28,75000,RENT,5,MEDICAL,A,5000,7.88,0,0.07,N,10
29,45600,MORTGAGE,7,VENTURE,B,9600,10.36,0,0.21,N,5
24,70000,RENT,8,DEBTCONSOLIDATION,B,8000,11.71,0,0.11,N,3
22,24000,RENT,6,DEBTCONSOLIDATION,B,7125,9.67,0,0.3,N,3
29,75000,MORTGAGE,9,DEBTCONSOLIDATION,B,10000,11.48,0,0.13,N,10
31,66000,RENT,0,EDUCATION,A,6000,,0,0.09,N,5
25,45000,MORTGAGE,3,EDUCATION,A,9000,6.62,0,0.2,N,3
22,110000,RENT,6,MEDICAL,A,6400,9.32,0,0.06,N,4
24,41100,OWN,,PERSONAL,A,5600,6.03,0,0.14,N,3
22,77182,RENT,6,EDUCATION,C,6800,13.22,0,0.09,N,3
35,500000,MORTGAGE,6,DEBTCONSOLIDATION,C,7500,12.29,0,0.01,Y,9
37,130000,RENT,2,PERSONAL,B,13000,9.88,0,0.1,N,16
22,32400,RENT,5,PERSONAL,E,3000,16.45,0,0.09,N,3
23,33000,RENT,4,EDUCATION,C,8000,,0,0.24,Y,4
27,115000,MORTGAGE,1,DEBTCONSOLIDATION,A,5000,8.49,0,0.04,N,6
26,85000,RENT,3,HOMEIMPROVEMENT,A,10000,,0,0.12,N,2
22,31200,RENT,0,DEBTCONSOLIDATION,A,2700,6.91,0,0.09,N,4
24,74700,MORTGAGE,7,EDUCATION,A,12000,5.42,0,0.16,N,4
28,25000,RENT,1,VENTURE,A,5000,7.51,0,0.2,N,9
37,28800,RENT,0,EDUCATION,A,5500,6.03,0,0.19,N,15
22,78792,MORTGAGE,4,EDUCATION,D,5500,14.61,0,0.07,N,4
38,34000,RENT,19,MEDICAL,A,6000,7.9,0,0.18,N,11
